student_id,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,temperature,humidity,wind_speed,rain,air_quality,rising_time,sleeping_time,mess_duration
me23btech11036,5,1,0,1,1,1,30.774927178024015,52.38417956243825,10.857290708162733,0.06530369447592738,160.23175879262197,402.96619999436723,1402.9201327615242,36
me23btech11036,5,1,0,1,1,1,32.2501945873197,46.53323415467885,13.33565772547438,0.4436042911320357,159.86142170944973,402.6627871644701,1403.071531054832,36
me23btech11036,5,1,0,1,1,1,35.64246295409419,50.037161246736105,18.809585125419964,0.0,161.776672195079,403.57285767990413,1401.8049955032689,36
me23btech11036,5,1,0,1,1,1,36.798223494132756,53.19804919091928,9.673895244581532,0.0,159.46610634856165,404.58146966549594,1403.5911731407311,36
me23btech11036,5,1,0,1,1,1,28.345940401213632,49.78457679212278,13.265797526327226,0.0,158.84880775342148,405.8310440469558,1399.6872685587703,36
me23btech11036,5,1,0,1,1,1,29.696862092814587,49.44594330808629,12.862189223504751,1.428258149145657,161.2994478193752,401.5188222535837,1403.5199667671106,36
me23btech11036,5,1,0,1,1,1,29.914757081168666,49.53209869187209,10.789473095196218,0.0,160.4072802705629,401.6983061335807,1398.579643666013,36
me23btech11036,5,1,0,1,1,1,32.33121524535103,47.19107021226969,15.76549967309725,0.0,159.82091623791524,403.98016206054706,1401.6649443258734,36
me23btech11036,5,1,0,1,1,1,33.798926487298566,48.83549987051335,12.884794208793354,0.7878067273797523,154.89743180433192,404.4115575704591,1401.062465475755,36
me23btech11036,5,1,0,1,1,1,35.063178988567756,46.767760793338866,12.92062467649751,0.0,158.84994046634668,407.3711771076045,1403.331319034162,36
cs23btech11023,1,2,1,0,0,0,35.753526685620855,67.06456953972962,16.763609455510935,11.051218907153528,149.60892428861587,457.13181909316677,1332.2020258656994,41
cs23btech11023,1,2,1,0,0,0,36.46229090630701,61.92812849220242,11.988228751371098,8.810965722355077,149.25693223091503,455.43702494895547,1330.3862059055084,41
cs23btech11023,1,2,1,0,0,0,35.31004841095202,67.48122631711495,14.166545693003656,10.265058258912696,148.842431877271,458.53640745588194,1328.8926002330938,41
cs23btech11023,1,2,1,0,0,0,34.92691842424669,66.67937514220033,14.579074087690822,11.662763357206071,151.34337885461363,458.36495127710316,1333.1972749665904,41
cs23btech11023,1,2,1,0,0,0,37.334689862999554,63.52021599453594,12.575651368439338,8.143511400245945,150.46664996243507,459.1246441160487,1331.444627543677,41
cs23btech11023,1,2,1,0,0,0,32.514715526786055,65.92494770837168,18.129683011684023,9.380483157729016,150.31340820909787,455.18609060953463,1329.7559345398558,41
cs23btech11023,1,2,1,0,0,0,35.78248734484015,66.68628397620374,15.872492314187523,10.781876241494274,151.90188195432734,459.1607794060792,1329.0191156620015,41
cs23btech11023,1,2,1,0,0,0,33.81991945089466,65.981473695938,17.306206075837604,9.787585783210153,152.79726523451498,458.2046652150923,1330.7260710118696,41
cs23btech11023,1,2,1,0,0,0,38.30732425845261,66.66002021397166,14.77841768146529,8.832062192200327,151.48204152054473,456.8981576920884,1329.6146115702752,41
cs23btech11023,1,2,1,0,0,0,34.582461816865965,64.78901546416026,16.38321434588347,11.576631386651266,149.68168616282156,458.691148221802,1332.9352296998961,41
bt25btech11012,3,0,0,0,0,1,33.93824674684657,88.68735271725832,15.02082710955884,0.0,102.29903927816419,488.02509553590636,1407.4563647856235,14
bt25btech11012,3,0,0,0,0,1,30.57819862323888,88.00027006122416,14.047697416200032,0.0,100.26246502563984,487.6594553704187,1405.7202888044146,14
bt25btech11012,3,0,0,0,0,1,32.41829391034067,90.68281775564519,6.03036871701953,0.5959755399689598,99.02186983869402,489.5559053618324,1403.478949846402,14
bt25btech11012,3,0,0,0,0,1,34.08789383429452,89.18239662983137,12.110203747898563,0.0,99.8796632162096,487.5981120950499,1403.6925772646323,14
bt25btech11012,3,0,0,0,0,1,30.38614002604594,85.27505487200271,11.703916880419614,1.537207245023132,99.2667254410829,485.65206969545034,1404.3578317293757,14
bt25btech11012,3,0,0,0,0,1,30.403947567993967,87.62486736193858,9.757684066918767,0.0,100.4763040273032,491.94772245137017,1405.9143868787567,14
bt25btech11012,3,0,0,0,0,1,31.243525942908857,87.95561279820065,9.95118353951789,0.883226237772978,101.5571236309755,493.01671220121494,1409.3412405014872,14
bt25btech11012,3,0,0,0,0,1,30.399036164880023,87.46028362327021,6.559702993411044,0.0,101.34857313996913,493.0745168520812,1406.4014811818217,14
bt25btech11012,3,0,0,0,0,1,30.06799147784297,91.06431225410071,10.521955714609339,0.8325074449862405,101.9680208691312,491.10849983009916,1403.0524617302679,14
bt25btech11012,3,0,0,0,0,1,33.19172986645316,90.1594116485634,7.746049282755132,0.3874115869618647,99.2454945666338,495.2677188315091,1404.829082490913,14
ch23btech11002,4,2,1,0,0,0,34.33028230503686,82.20570412366772,18.29170718250465,1.9586347808231075,160.4967941122189,604.61997930317,1327.4403825100665,50
ch23btech11002,4,2,1,0,0,0,34.5989734022587,86.51731705314432,13.859141950908073,1.0818486017510074,160.46485867244093,602.5591080091264,1327.8754521968822,50
ch23btech11002,4,2,1,0,0,0,36.36668836964276,81.28191678190021,17.173089370450647,0.0,158.0365880297373,600.6512133142513,1324.2753268954395,50
ch23btech11002,4,2,1,0,0,0,36.361670907371206,84.58482293622647,17.68549043299551,1.5334123904378043,160.4277751123981,600.8491606516392,1327.4072427712524,50
ch23btech11002,4,2,1,0,0,0,34.41195474512753,82.7176615133008,17.773703883346084,0.0,155.9318948063111,599.8637784597036,1328.577910945968,50
ch23btech11002,4,2,1,0,0,0,32.89211243934862,86.2377420948736,19.924826263681464,0.0,157.34590004451184,598.728796039091,1328.2342120768017,50
ch23btech11002,4,2,1,0,0,0,34.08694826515018,85.14430645250836,19.60283389240179,0.0,160.4913927586967,598.6661183041596,1327.6332321024327,50
